title,length_mm,width_mm,image_name,page,image_object,source_width_px,source_height_px,output_width_px,output_height_px,aspect_delta_pct,extraction_method,warnings
8649,400,400,p077_003_8649_34e5835b.png,77,Im2946,299,299,400,400,0.0,embedded,
8650,400,400,p077_004_8650_6fa271d1.png,77,Im2954,299,299,400,400,0.0,embedded,
6614-D,400,400,p077_005_6614-D_cd696336.png,77,Im2962,299,299,400,400,0.0,embedded,
6614-L,400,400,p077_006_6614-L_412afc7f.png,77,Im2970,299,299,400,400,0.0,embedded,
5216-L,400,400,p078_001_5216-L_f37f3ef9.png,78,Im2984,298,299,400,402,0.526,embedded,
5258-HL-2,400,400,p078_002_5258-HL-2_4430a703.png,78,Im2992,298,299,400,402,0.526,embedded,
5536,400,400,p078_003_5536_773306e7.png,78,Im3000,298,299,400,402,0.526,embedded,
5216-D,400,400,p078_004_5216-D_a0fb6f94.png,78,Im3008,298,299,400,402,0.526,embedded,
6625-L,400,400,p078_005_6625-L_771adf55.png,78,Im3016,299,299,400,400,0.0,embedded,
6625-D,400,400,p078_006_6625-D_4c194df0.png,78,Im3024,299,299,400,400,0.0,embedded,
5551-L,400,400,p079_001_5551-L_ed90e613.png,79,Im3038,298,299,400,402,0.526,embedded,
5565,400,400,p079_002_5565_25cc3474.png,79,Im3046,298,299,400,402,0.526,embedded,
5618,400,400,p079_003_5618_93870017.png,79,Im3054,298,299,400,402,0.526,embedded,
5551-D,400,400,p079_004_5551-D_efa65cd9.png,79,Im3062,298,299,400,402,0.526,embedded,
5419,400,400,p079_005_5419_b4ce5412.png,79,Im3071,298,299,400,402,0.526,embedded,
5462,400,400,p079_006_5462_de32317b.png,79,Im3079,298,299,400,402,0.526,embedded,
5848-L,400,400,p080_001_5848-L_57932ce8.png,80,Im3092,298,299,400,402,0.526,embedded,
8562,400,400,p080_002_8562_01bf28c2.png,80,Im3100,298,299,400,402,0.526,embedded,
5848-D,400,400,p080_003_5848-D_93194743.png,80,Im3108,298,299,400,402,0.526,embedded,
7801,400,400,p080_004_7801_a48981d1.png,80,Im3117,298,299,400,402,0.526,embedded,
8731,400,400,p080_005_8731_10b94d3f.png,80,Im3125,298,299,400,402,0.526,embedded,
5620,400,400,p081_001_5620_fe345444.png,81,Im3139,298,299,400,402,0.526,embedded,
5874,400,400,p081_002_5874_8c92ebbf.png,81,Im3147,298,299,400,402,0.526,embedded,
5505,400,400,p081_003_5505_be6f0f39.png,81,Im3155,299,299,400,400,0.0,embedded,
5117,400,400,p081_004_5117_c6a8c807.png,81,Im3163,299,299,400,400,0.0,embedded,
5212-HL-3,400,400,p081_005_5212-HL-3_a37cf537.png,81,Im3171,299,299,400,400,0.0,embedded,
5511,400,400,p081_006_5511_4f3a03b2.png,81,Im3179,299,299,400,400,0.0,embedded,
5547,400,400,p082_001_5547_d1304d63.png,82,Im3196,299,299,400,400,0.0,embedded,
5712,400,400,p082_002_5712_92d8f4ff.png,82,Im3204,299,299,400,400,0.0,embedded,
5903,400,400,p082_003_5903_e1ec2053.png,82,Im3212,299,299,400,400,0.0,embedded,
5703,400,400,p082_004_5703_806adc22.png,82,Im3220,299,299,400,400,0.0,embedded,
6127,400,400,p082_005_6127_ca439616.png,82,Im3225,299,299,400,400,0.0,embedded,
5613,400,400,p082_006_5613_d87f89ac.png,82,Im3233,299,299,400,400,0.0,embedded,
4509-STEP,300,300,p083_001_4509-STEP_ec3d9a4e.png,83,Im3242,267,267,300,300,0.0,embedded,
1532,300,300,p083_002_1532_d4e3d3f2.png,83,Im3250,267,267,300,300,0.0,embedded,
4378,300,300,p083_003_4378_9a18e288.png,83,Im3258,267,267,300,300,0.0,embedded,
4514-RISER,300,300,p083_004_4514-RISER_a9f3f1a9.png,83,Im3266,267,267,300,300,0.0,embedded,
4515-STEP,300,300,p083_005_4515-STEP_81a0b822.png,83,Im3274,267,267,300,300,0.0,embedded,
4508-RISER,300,300,p083_006_4508-RISER_55343b0c.png,83,Im3282,267,267,300,300,0.0,embedded,
5415-RISER,300,300,p083_007_5415-RISER_9d655250.png,83,Im3290,267,267,300,300,0.0,embedded,
5416-STEP,300,300,p083_008_5416-STEP_00d6adf4.png,83,Im3298,267,267,300,300,0.0,embedded,
5512,300,300,p084_001_5512_d3740ad5.png,84,Im3312,267,267,300,300,0.0,embedded,
4885,300,300,p084_002_4885_19bbd6d9.png,84,Im3320,267,267,300,300,0.0,embedded,
5609,300,300,p084_003_5609_afb77030.png,84,Im3328,267,267,300,300,0.0,embedded,
5589,300,300,p084_004_5589_bd1e193b.png,84,Im3336,267,267,300,300,0.0,embedded,
4735,300,300,p084_005_4735_c325ce3a.png,84,Im3344,267,267,300,300,0.0,embedded,
T-1075,300,300,p084_006_T-1075_f76fd33c.png,84,Im3352,267,267,300,300,0.0,embedded,
CHEKAR IVORY,300,300,p085_001_CHEKAR_IVORY_d7f3acd4.png,85,Im3367,267,267,300,300,0.0,embedded,
CHEKAR TERACOTTA,300,300,p085_002_CHEKAR_TERACOTTA_e59ff036.png,85,Im3369,267,267,300,300,0.0,embedded,
MAGIC IVORY,300,300,p085_003_MAGIC_IVORY_12dfa45f.png,85,Im3371,267,267,300,300,0.0,embedded,
MAGIC TERACOTTA,300,300,p085_004_MAGIC_TERACOTTA_2819ecee.png,85,Im3373,267,267,300,300,0.0,embedded,
STONE IVORY,300,300,p085_005_STONE_IVORY_279a5fbf.png,85,Im3375,267,267,300,300,0.0,embedded,
STONE TERACOTTA,300,300,p085_006_STONE_TERACOTTA_9adba836.png,85,Im3377,267,267,300,300,0.0,embedded,
SUZEL TERACOTTA,300,300,p085_007_SUZEL_TERACOTTA_8531396b.png,85,Im3379,267,267,300,300,0.0,embedded,
SUZEL IVORY,300,300,p085_008_SUZEL_IVORY_23924c74.png,85,Im3381,267,267,300,300,0.0,embedded,
UNIQUE TERACOTTA,300,300,p085_009_UNIQUE_TERACOTTA_e007a991.png,85,Im3383,267,267,300,300,0.0,embedded,
UNIQUE IVORY,300,300,p085_010_UNIQUE_IVORY_66e69960.png,85,Im3385,267,267,300,300,0.0,embedded,
CUBE WHITE,300,300,p085_011_CUBE_WHITE_bba23608.png,85,Im3389,267,267,300,300,0.0,embedded-indexed,
HEXA WHITE,300,300,p085_012_HEXA_WHITE_0a6f45f5.png,85,Im3392,267,267,300,300,0.0,embedded-indexed,
HEXA-03,300,300,p085_013_HEXA-03_f0cf6767.png,85,Im3394,267,267,300,300,0.0,embedded,
HEXA-14,300,300,p085_014_HEXA-14_d51502fd.png,85,Im3396,267,267,300,300,0.0,embedded,
HEXA-20,300,300,p085_015_HEXA-20_1ebf318f.png,85,Im3398,267,267,300,300,0.0,embedded,
LEAF-01,300,300,p085_016_LEAF-01_21352537.png,85,Im3400,267,267,300,300,0.0,embedded,
MATT SG,300,300,p085_017_MATT_SG_78c67294.png,85,Im3403,267,267,300,300,0.0,embedded-indexed,
LEAF-04,300,300,p085_018_LEAF-04_5149173f.png,85,Im3405,267,267,300,300,0.0,embedded,
PLAIN WHITE,300,300,p085_019_PLAIN_WHITE_c21da705.png,85,Im3408,267,267,300,300,0.0,embedded-indexed,
CAPSULE TERACOTTA,300,300,p085_020_CAPSULE_TERACOTTA_8d519f23.png,85,Im3411,267,267,300,300,0.0,embedded,
CAPSULE IVORY,300,300,p085_021_CAPSULE_IVORY_c466d8e9.png,85,Im3412,267,267,300,300,0.0,embedded,
22-S,300,1200,p086_001_22-S_d9c28146.png,86,Im3425,1115,279,1200,301,0.18,embedded,
22-R,200,1200,p086_002_22-R_c3accf81.png,86,Im3427,1115,186,1200,201,0.179,embedded,
B-09-S,300,1200,p086_003_B-09-S_b82e9266.png,86,Im3429,1115,279,1200,301,0.156,embedded,
B-09-R,200,1200,p086_004_B-09-R_71416854.png,86,Im3431,1115,186,1200,201,0.156,embedded,
MARBELLA WHITE-S,300,1200,p086_005_MARBELLA_WHITE-S_b3555a63.png,86,Im3433,1115,279,1200,301,0.163,embedded,
MARBELLA WHITE-R,200,1200,p086_006_MARBELLA_WHITE-R_bd509059.png,86,Im3435,1115,187,1200,202,0.697,embedded,
RS-07-R,200,1200,p086_007_RS-07-R_7135bc18.png,86,Im3437,1115,186,1200,201,0.082,embedded,
RS-07-S,300,1200,p086_008_RS-07-S_43bba1b3.png,86,Im3439,1115,279,1200,301,0.082,embedded,
RS-1003-S,300,1000,p087_001_RS-1003-S_fb1ccf9e.png,87,Im3447,987,280,1058,300,5.633,embedded,
RS-1003-R,200,1000,p087_002_RS-1003-R_94ebb3f4.png,87,Im3449,987,186,1062,200,6.012,embedded,
RS-1004-S,300,1000,p087_003_RS-1004-S_14b2c9e3.png,87,Im3451,987,280,1058,300,5.633,embedded,
RS-1004-R,200,1000,p087_004_RS-1004-R_e8c2e493.png,87,Im3453,987,186,1062,200,6.012,embedded,
RS-1060 -S,300,1000,p087_005_RS-1060_-S_79147f8b.png,87,Im3455,987,279,1062,300,6.012,embedded,
RS-1060-R,200,1000,p087_006_RS-1060-R_823ad8ec.png,87,Im3457,987,186,1062,200,6.012,embedded,
RS-07-S,300,900,p088_001_RS-07-S_1df24abf.png,88,Im3465,942,279,1013,300,12.534,embedded,aspect differs from dimensions by 12.5%
RS-07-R,200,900,p088_002_RS-07-R_ad7ba498.png,88,Im3467,942,186,1013,200,12.534,embedded,aspect differs from dimensions by 12.5%
RS-13-S,300,900,p088_003_RS-13-S_119896ac.png,88,Im3469,942,279,1013,300,12.534,embedded,aspect differs from dimensions by 12.5%
RS-13-R,200,900,p088_004_RS-13-R_703838e1.png,88,Im3471,942,186,1013,200,12.534,embedded,aspect differs from dimensions by 12.5%
WOODEN TEAK-S,300,900,p088_005_WOODEN_TEAK-S_9367a7da.png,88,Im3473,942,279,1013,300,12.534,embedded,aspect differs from dimensions by 12.5%
WOODEN TEAK-R,200,900,p088_006_WOODEN_TEAK-R_ac53edf9.png,88,Im3475,942,186,1013,200,12.534,embedded,aspect differs from dimensions by 12.5%
